Drug,SMILES,Groups
"Solifenacin",O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,Approved
"Iron",[Fe],Approved
"Zinc",[Zn],Approved;Investigational
"Nitrazepam",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,Approved
"Cilastatin",CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,Approved;Investigational
"Imipenem",[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Approved
"Probucol",CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,Approved;Investigational
"Tiaprofenic acid",CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,Approved
"Lopinavir",CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Approved
"Bacampicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,Approved;Investigational
"Meticillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,Approved;Investigational
"Pivampicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,Approved
"Pivmecillinam",[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,Approved
"Tazobactam",[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,Approved
"Ticarcillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,Approved;Investigational;VetApproved
"Periciazine",OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,Approved;Investigational
"Deferasirox",OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Approved;Investigational
"Valganciclovir",CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,Approved;Investigational
"Hydroxychloroquine",CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,Approved
"Amyl Nitrite",CCCCCON=O,Approved
"Erythrityl tetranitrate",[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,Approved;Experimental;Investigational
"Alverine",CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,Approved;Investigational
"Molindone",CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,Approved
"Phenindamine",CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,Approved
"Pheniramine",CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,Approved
"Pipotiazine",CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,Approved;Investigational
"Thiothixene",CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,Approved
"Zuclopenthixol",OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,Approved;Investigational
"Isopropamide",CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,Approved;VetApproved
"Pargyline",CN(CC#C)CC1=CC=CC=C1,Approved
"Lincomycin",[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Approved;VetApproved
"Etoricoxib",CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,Approved;Investigational
"5-O-phosphono-alpha-D-ribofuranosyl diphosphate",O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,Approved;Experimental;Investigational
"Sorbitol",OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Approved
"Roflumilast",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,Approved
"Rutin",C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Approved;Experimental;Investigational
"Prasterone",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,Approved;Investigational;Nutraceutical
"Cetrimonium",CCCCCCCCCCCCCCCC[N+](C)(C)C,Approved
"Camphor",[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C,Approved
"Dalfopristin",CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O,Approved
"Pantothenic acid",CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,Approved;Nutraceutical;VetApproved
"Propylene glycol",CC(O)CO,Approved;Investigational
"D-glucose",[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,Approved;Investigational;VetApproved
"Taurine",NCCS(O)(=O)=O,Approved;Nutraceutical
"Cocarboxylase",CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,Approved;Experimental
"Flufenamic acid",OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,Approved
"Calcipotriol",O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,Approved
"Isopropyl alcohol",CC(C)O,Approved;Investigational
"Aminobenzoic acid",NC1=CC=C(C=C1)C(O)=O,Approved;Experimental
"Thymol",CC(C)C1=CC=C(C)C=C1O,Approved
"gamma-Aminobutyric acid",NCCCC(O)=O,Approved;Investigational
"Vorinostat",ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,Approved;Investigational
"Terlipressin",NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,Approved;Investigational
"Cholic Acid",[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,Approved
"Nicotinamide",NC(=O)C1=CC=CN=C1,Approved;Investigational
"Fusidic acid",O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C,Approved;Investigational
"Resveratrol",OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,Approved;Experimental;Investigational
"Sucrose",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Approved;Experimental;Investigational
"Pregnenolone",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,Approved;Experimental
"D-Methionine",CSCC[C@@H](N)C(O)=O,Approved;Experimental;Investigational
"Piretanide",NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,Approved
"Oxitriptan",N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,Approved;Investigational;Nutraceutical
"Lauric acid",CCCCCCCCCCCC(O)=O,Approved;Experimental
"Glycolic acid",OCC(O)=O,Approved;Investigational
"Pidolic acid",OC(=O)[C@@H]1CCC(=O)N1,Approved;Investigational
"Acetylcholine",CC(=O)OCC[N+](C)(C)C,Approved;Investigational
"Flavin adenine dinucleotide",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,Approved
"Acetic acid",CC(O)=O,Approved
"Propyl alcohol",CCCO,Approved;Experimental
"Stearic acid",CCCCCCCCCCCCCCCCCC(O)=O,Approved;Experimental
"Oteracil",OC(=O)C1=NC(=O)NC(=O)N1,Approved
"Flavin mononucleotide",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2,Approved;Investigational
"Phenol",OC1=CC=CC=C1,Approved;Experimental
"Glutathione disulfide",N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,Approved;Experimental;Investigational
"Brivudine",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,Approved;Investigational
"Oxyphenbutazone",CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,Approved;Withdrawn
"Methylcobalamin",C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,Approved;Experimental;Investigational
"Ribostamycin",[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,Approved;Experimental
"Deoxycholic acid",[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,Approved
"Tromethamine",NC(CO)(CO)CO,Approved
"Doconexent",CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,Approved;Investigational
"Propanoic acid",CCC(O)=O,Approved;VetApproved
"Benzoic acid",OC(=O)C1=CC=CC=C1,Approved;Investigational
"Palmitic Acid",CCCCCCCCCCCCCCCC(O)=O,Approved
"Formaldehyde",[H]C([H])=O,Approved;VetApproved
"Urea",NC(N)=O,Approved;Investigational
"D-Serine",N[C@H](CO)C(O)=O,Approved;Experimental
"Ergosterol",CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Approved;Experimental
"Berberine",COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,Approved;Investigational
"Pyrophosphoric acid",OP(O)(=O)OP(O)(O)=O,Approved;Experimental
"Fructose",OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,Approved;Experimental
"Dequalinium",CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2,Approved;Investigational
"Didecyldimethylammonium",CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,Approved;Experimental
"Oleic Acid",CCCCCCCC\C=C\CCCCCCCC(O)=O,Approved;Investigational;VetApproved
"Citric acid",OC(=O)CC(O)(CC(O)=O)C(O)=O,Approved;Nutraceutical;VetApproved
"Carbocisteine",N[C@@H](CSCC(O)=O)C(O)=O,Approved;Investigational
"Taurocholic acid",[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,Approved;Experimental
"Lactic acid",CC(O)C(O)=O,Approved;VetApproved
"Lactose",OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,Approved;Experimental;Investigational
"Cholesterol",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Approved;Investigational
"Gluconolactone",OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,Approved;Experimental
"Latamoxef",[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,Approved;Investigational
"Trioxsalen",CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,Approved
"Thiotepa",S=P(N1CC1)(N1CC1)N1CC1,Approved;Investigational
"Estriol",[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Approved;Investigational;VetApproved
"Estrone sulfate",C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,Approved
"Quinestrol",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,Approved
"Carboxin",CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,Approved;Experimental
"Hesperidin",COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O,Approved;Investigational
"Iodipamide",OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,Approved
"Nimesulide",CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,Approved;Investigational;Withdrawn
"Bifonazole",C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,Approved;Investigational
"Benoxaprofen",CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,Approved;Withdrawn
"Bithionol",OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl,Approved;Withdrawn
"Clioquinol",OC1=C(I)C=C(Cl)C2=C1N=CC=C2,Approved;VetApproved;Withdrawn
"Dantron",OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,Approved;Investigational;Withdrawn
"Metamizole",CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,Approved;Investigational;Withdrawn
"Nialamide",O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,Approved;Withdrawn
"Nomifensine",CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,Approved;Withdrawn
"Oxeladin",CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,Approved;Withdrawn
"Phenolphthalein",OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,Approved;Withdrawn
"Prenylamine",CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Withdrawn
"Thenalidine",CN1CCC(CC1)N(CC1=CC=CS1)C1=CC=CC=C1,Approved;Withdrawn
"Urethane",CCOC(N)=O,Approved;Withdrawn
"Zimelidine",CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,Approved;Withdrawn
"Rapacuronium",[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,Approved;Withdrawn
"Maraviroc",CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Approved;Investigational
"Clofedanol",CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,Approved;Withdrawn
"Cyclandelate",CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,Approved
"Cyproterone acetate",[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],Approved;Investigational
"Debrisoquine",NC(=N)N1CCC2=CC=CC=C2C1,Approved;Investigational
"Flunarizine",FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Approved
"Fluspirilene",FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,Approved;Investigational
"Mepenzolate",C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Tetrabenazine",COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,Approved;Investigational
"Ixabepilone",[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,Approved;Investigational
"Celiprolol",CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,Approved;Investigational
"Febuxostat",CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,Approved
"Dronedarone",CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,Approved
"Nebivolol",OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,Approved;Investigational
"Huperzine A",[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,Approved;Experimental
"Omacetaxine mepesuccinate",[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],Approved;Investigational
"Nilotinib",CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,Approved;Investigational
"Lorcaserin",C[C@H]1CNCCC2=CC=C(Cl)C=C12,Approved
"Vildagliptin",OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,Approved;Investigational
"Enoximone",CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,Approved;Investigational
"Bepotastine",OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Approved
"Milnacipran",CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,Approved;Investigational
"Ximelagatran",CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,Approved;Investigational;Withdrawn
"Flibanserin",FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,Approved;Investigational
"Oritavancin",CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,Approved;Investigational
"Ceftobiprole",[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,Approved;Investigational
"Clevidipine",CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,Approved;Investigational
"Permethrin",CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,Approved;Investigational
"Afamelanotide",CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,Approved;Investigational
"Ospemifene",OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,Approved;Investigational
"Iloperidone",COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,Approved
"Lofexidine",CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,Approved;Investigational
"Pirfenidone",CC1=CN(C(=O)C=C1)C1=CC=CC=C1,Approved;Investigational
"Ezogabine",CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,Approved;Investigational
"Ingenol mebutate",[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C,Approved
"Belinostat",ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,Approved;Investigational
"Ataluren",OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,Approved;Investigational
"Migalastat",OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Approved;Investigational
"Indacaterol",CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,Approved
"Erdosteine",OC(=O)CSCC(=O)NC1CCSC1=O,Approved;Investigational
"Trabectedin",[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,Approved;Investigational
"Pretomanid",[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,Approved
"Crisaborole",OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,Approved;Investigational
"Cobimetinib",OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,Approved;Investigational
"Silver sulfadiazine",[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,Approved;VetApproved
"Methsuximide",CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,Approved
"Gallium nitrate",[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,Approved;Investigational
"Rotigotine",CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,Approved
"Samarium (153Sm) lexidronam",[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O,Approved;Investigational
"Vandetanib",COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,Approved
"Pimavanserin",CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,Approved;Investigational
"Dexlansoprazole",CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,Approved;Investigational
"Histamine",NCCC1=CNC=N1,Approved;Investigational
"Iodine",II,Approved;Investigational
"Tetrachlorodecaoxide",O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O,Approved;Investigational
"Telaprevir",[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,Approved;Withdrawn
